pid,screen_width,screen_height,condition,writing_assignment,awe,fear,amazement,happiness,fascination,content_video,content_study,video_played,video_problems,sound_on,attentive,conscientious,screen_control,screen_control_other,num_strengths,num_weaks,has_agreed,has_writing_assignment,num_strengths_z,num_weaknesses_z,has_outlier,has_zero_weaks,has_sound,has_video,has_attentiveness,awe_scale,num_strengths_log,num_weaks_log,balance,balance_log,num_strengths1_log,num_weaks1_log,balance1,balance1_log
7af539b8,378,674,control,"Meine Stärken finden sich unteranderem im logischen Denken. Weiterhin fällt es mir leicht Sachen zu analysieren und diese auch anzuwenden, sowie Argumente in Debatten aufzustellen. Schwächen sind Aufmerksamkeit und sofortige Aufnahme von Informationen. Mir fällt es schwer Sachen direkt aufzunehmen ohne darüber nochmal nachzudenken. ",1,1,2,1,3,"Es handelt um die Stabilisierung von Mauern. 

Unternaderm kann dies durch die Form der Mauern erreicht werden oder durch andere Methoden. 

Zum Beispiel durch das Einfügen eines Metallstabes.",Inwiefern Selbsteinschätzung durch bewusstes Teilnehmen an einer Studie in Verbindung mit Zeitdruck etc. Beeinflusst werde kann.,1,"",1,1,1,1,"",4,2,TRUE,TRUE,-0.295531328292308,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,2,1.38629436111989,0.693147180559945,2,0.693147180559945,1.6094379124341,1.09861228866811,1.66666666666667,0.510825623765991
5f67d2b4,390,645,exp_new,"Ich bin einfühlsamer Mensch, der sich sehr um das Wohl seiner Mitmenschen kümmert. Ich verstehe Zusammenhänge sehr schnell und kann mich für etwas, was mich sehr interessiert auch sehr schnell begeistern. Dann mache ich dies auch gewissenhaft und fokussiert. Ich bin freundlich und lächel viel und versuche immer an mir zu arbeiten. Ich habe Durchhaltevermögen. Meine Schwächen sind, dass ich zu Perfektionismus leide, was mich  prokrastinieren lässt. Außerdem nehme ich mir Dinge durch meine Einfühlsamkeit oft zu persönlich und reagiere sehr sensibel.",1,1,1,1,1,"Daran, wie unbedeutend der Mensch und die Erde im gesamten Universum ist.",Keine Ahnung,1,"",1,1,1,1,"",10,3,TRUE,TRUE,1.92846714224642,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,1,2.30258509299405,1.09861228866811,3.33333333333333,1.20397280432594,2.39789527279837,1.38629436111989,2.75,1.01160091167848
0202d8be,411,712,control,"Ich bin offen gegenüber neuen Personen und Erfahrungen. Ich kann gut zuhören. Ich bin freundlich, hilfsbereit und loyal.
Ich bin ungeduldig und schnell genervt, wenn andere Personen nicht aufpassen und mir dadurch im Weg sind/mich behindern. ",2,1,2,2,3,"Aufbau von Steinmauern
Wie man für Stabilität in Mauern sorgt (Rohre, Kleber, Verzahnung)
Variationen in Mauern in Höhe, Kurven, Material","Aufmerksamkeitsspanne und Konzentrationsfähigkeit von Teilnehmern
Geduld von Probanden",1,"",1,1,1,1,"",6,2,TRUE,TRUE,0.445801495220601,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,2.33333333333333,1.79175946922806,0.693147180559945,3,1.09861228866811,1.94591014905531,1.09861228866811,2.33333333333333,0.847297860387204
5aa9e309,402,714,exp_new,"Stärken: 
- Zuverlässig 
- Ehrgeizig 
- Empathie
- Organisiert 

Schwächen: 
- perfektionistisch 
- Selbstbewusstsein 
- Mit Kritik umgehen ",1,1,4,3,5,"- ein Ort wurde immer weiter rausgezoomt
- Man hat den Planeten Erde gesehen und das Universum, andere Sterne und Planeten ","Welche Emotionen Menschen dabei haben, zu sehen, wie „klein“ man auf der Erde und im gesamten Sonnensystem eigentlich ist  ",1,"",1,1,1,1,"",4,3,TRUE,TRUE,-0.295531328292308,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,3.33333333333333,1.38629436111989,1.09861228866811,1.33333333333333,0.287682072451781,1.6094379124341,1.38629436111989,1.25,0.22314355131421
a0315e6d,384,637,exp_new,"Ich habe ein gutes Organisationstalent und bin sehr strukturiert, besonders liebe ich meine ToDo Listen. Wenn diese abgearbeitet  sind ist es ein Gefühl der Zufriedenheit. Mit der Stärke geht aber auch die Schwäche einher. Ich muss alles fertig bekommen, andernfalls bin ich sehr unzufrieden mit meiner Leistung. Gilt beides sowohl für den Beruf als auch privat.",5,2,6,4,6,"Von der Erde, der Atmosphäre, unserer Galaxie, dem unendlichen Universum","Von Unendlichkeit, große Probleme wirken klein, ein einziger ist Teil von etwas Ganzem und Großen, um Forschung und unstillbare menschliche Neugier",1,"",1,1,1,1,"",2,1,TRUE,TRUE,-1.03686415180522,-0.712324944515543,FALSE,FALSE,TRUE,TRUE,TRUE,5.66666666666667,0.693147180559945,0,2,0.693147180559945,1.09861228866811,0.693147180559945,1.5,0.405465108108164
8a9402d1,393,695,exp_old,"Empathisch
Zugewandt
Ehrlich
",4,1,6,3,6,Von verschiedenen Planeten und deren Größe im Vergleich zur Erde.,Es ging darum welche Planeten es gibt und wie groß diese im Vergleich zur Erde sind.,1,"",1,1,1,1,"",3,0,TRUE,TRUE,-0.666197740048763,-1.22409238038108,FALSE,TRUE,TRUE,TRUE,TRUE,5.33333333333333,1.09861228866811,-Inf,Inf,Inf,1.38629436111989,0,4,1.38629436111989
dc771732,414,714,exp_old,"sozil
aufgeschlossen
ehrgeizig 

",3,2,5,1,3,Verschiedene Planeten,Entdeckung weiterer Planeten,1,"",1,1,1,1,"",3,0,TRUE,TRUE,-0.666197740048763,-1.22409238038108,FALSE,TRUE,TRUE,TRUE,TRUE,3.66666666666667,1.09861228866811,-Inf,Inf,Inf,1.38629436111989,0,4,1.38629436111989
625791ea,750,334,exp_old,"Zuhören können; Empathie zeigen: das würde ich als Stärke bezeichnen. 
Eine Schwäche ist allerdings, mein eigenes Können und meine Fähigkeiten als solche nicht benennen zu können. Selbstkritik und Selbstzweifel sind meine Schwächen. ",7,1,4,1,5,"Dimensionen
Verhältnis und Relation
Raum und Zeit
","Wer wir sind und was es außer uns Menschen noch gibt. Persönlichkeit und Individualität des Einzelnen. Alltags“Probleme“, die wir als schwerwiegende Themen und existenziell schwer empfinden.",1,"",1,1,1,1,"",2,3,TRUE,TRUE,-1.03686415180522,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,5.33333333333333,0.693147180559945,1.09861228866811,0.666666666666667,-0.405465108108164,1.09861228866811,1.38629436111989,0.75,-0.287682072451781
9a4faac5,375,634,exp_new,"Meine Stärken sind, dass ich mich zeitlich selbst koordinieren kann und mich darauf verlassen kann eine Leistung zu erbringen auch wenn der Weg bis dahin schwer wird.
Meine Stärken sind, dass ich anderen gut zuhören kann und auch zumindest einigermaßen gute Ratschläge geben. 
Meine Stärken sind dass ich ein wundervolles Umfeld habe, das mich immer unterstützt und mir ein sicheres netzt bietet. ",5,1,3,5,4,Kleiner Ausschnitt der Erde wird heruasgezoomt bis man unsere Milchstraße und viele weitere Galaxien sehen kann,"Ich kann mir vorstellen dass das Video darum geht, wie sich Menschen aus einer differenzierten Vogelperspektive sehen und vielleicht wie es sich auf die Beschreibung der eigenen Person Auswirkt, wenn man durch das Video diese Perspektive und das Gefühl bekommt ein Teil von etwas größerem zu sein",1,"",1,1,1,1,"",5,0,TRUE,TRUE,0.0751350834641462,-1.22409238038108,FALSE,TRUE,TRUE,TRUE,TRUE,4,1.6094379124341,-Inf,Inf,Inf,1.79175946922806,0,6,1.79175946922806
846586be,384,652,exp_new,"Stärken: Kreativität, Eloquenz, Problemlösefähigkeit, Offenheit, Neugierde, schnelle Auffassungsgabe, Lern- und Leistungsbereitschaft

Schwächen: Perfektionismus, Selbstkritik, Inflexibilität, fehlende Spontanität",7,5,5,1,5,Herauszoomen in immer größere Verhältnisse: Gebäude - Erde - Sonnensystem - Galaxie etc. mit Musikuntermalung,Untersuchung des Effekts von Awe auf die Selbsteinschätzung,1,"",1,1,1,1,"",8,4,TRUE,TRUE,1.18713431873351,0.822977363081064,FALSE,FALSE,TRUE,TRUE,TRUE,5.66666666666667,2.07944154167984,1.38629436111989,2,0.693147180559945,2.19722457733622,1.6094379124341,1.8,0.587786664902119
c8b78aef,1294,903,exp_old,"Ich bin in der Regel sehr empathisch mit meinen Mitmenschen und anderen Lebewesen, habe eine relative gute Auffassungsgabe und bin eig ziemlich humorvoll.
Auf der anderen Seite kann ich negatives Feedback oft nicht sofort akzeptieren und brauche meist etwas Zeit um dieses zu verarbeiten, zudem bin ich manchmal etwas starr in schon gefestigten Verhaltenswegen.",5,2,4,3,5,"Größenverhältnisse zwischen Planeten/Sternen etc
Verdeutlichung, wie klein die Erde im Universum ist und wir auf ihr","evtl darum, ob Menschen ihre Stärken und Schwächen je nach Video anders beschreiben/auswählen",1,"",1,1,1,3,"",4,3,TRUE,TRUE,-0.295531328292308,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,4.66666666666667,1.38629436111989,1.09861228866811,1.33333333333333,0.287682072451781,1.6094379124341,1.38629436111989,1.25,0.22314355131421
88e60194,411,736,control,"Meine Stärken: gut zuhören, mich um andere kümmern, Kommunikativ, 
Meine Schwächen: zu wenig für mich machen.",3,1,2,4,5,Viele Mauern und wie diese befestigt werden.,Keine Ahnung.,1,"",2,1,1,1,"",3,1,TRUE,TRUE,-0.666197740048763,-0.712324944515543,FALSE,FALSE,FALSE,TRUE,TRUE,3.33333333333333,1.09861228866811,0,3,1.09861228866811,1.38629436111989,0.693147180559945,2,0.693147180559945
12b1e666,411,752,exp_old,"Meine Stärken sind Teamfähigkeit, zuverlässig Treue Ehrlichkeit
Meine Schwächen schnell impulsiv und dann manchmal ungerecht",7,2,6,7,7,Un unser planetensystem,Um planeten,1,"",1,1,1,1,"",4,1,TRUE,TRUE,-0.295531328292308,-0.712324944515543,FALSE,FALSE,TRUE,TRUE,TRUE,6.66666666666667,1.38629436111989,0,4,1.38629436111989,1.6094379124341,0.693147180559945,2.5,0.916290731874155
704f51f7,402,684,exp_new,"Eine meiner größten stärke würde ich sagen ist meine Empathie. Ich kann mich sehr gut in die gefühlswelt von anderen hineinversetzen, und nachvollziehen was sie gerade denken oder fühlen. Dadurch kann ich gut für andere da sein und wirke vertrauenswürdig. Eine meine Schwächen würde ich sagen ist mein Perfektionismus, ich kann mich schlecht mit Niederlagen zurechtfinden und muss immer unbedingt die beste sein ",5,1,6,5,6,"Von einer Ansicht ausgehen von unserer Erde bis hin zu anderen Galaxien 
So ein Zoom out ",Vielleicht ob die induzierte Emotion etwas mit meinen Stärken und Schwächen zu tun hat,1,"",1,1,1,1,"",4,3,TRUE,TRUE,-0.295531328292308,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,5.66666666666667,1.38629436111989,1.09861228866811,1.33333333333333,0.287682072451781,1.6094379124341,1.38629436111989,1.25,0.22314355131421
2d492a1e,1366,599,control,"Meine Stärken sind: schnelles erfassen einer Gesamtsituation in Gruppen ,Verantwortungsgefühl und Bereitschaft diese zu übernehmen, Kreativität und Ausdauer
Meine Schwäche ist Ungeduld und dass ich mich schnell ärgere",1,1,2,1,2,"es handelte von praktischen Tipps, wie man eine stabile Mauer (zb im Garten) bauen kann.verwendet man Bausteine mit Löchern,  kann die Mauer durch Einführen von Metallstangen in diese Löcher verstärkt werden. Ausserdem geben Rundungen blockartige Türmchen und ähnliches zusätzliche Stabilität. Oben wird mit Endplatten abgeschlossen, die verklebt werden können.","Die Aufmerksamkeitsspanne der Testperson beim Betrachten  eines ziemlich schlecht gemachten ,langweiligen Videos  nachzuvollziehen?
Die Menschheit zum Bauen von mehr Mauern zu animieren?

",1,"",1,1,1,3,"",5,2,TRUE,TRUE,0.0751350834641462,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,1.66666666666667,1.6094379124341,0.693147180559945,2.5,0.916290731874155,1.79175946922806,1.09861228866811,2,0.693147180559945
1b22d5b0,411,774,exp_old,"Staerke:
Aufmerksam
Zuverlaessig
Konsistent
Resilient
Hat Werte

Schwaeche
Pleasing
Schwaches Gedaechtnis 
",4,1,6,5,7,"Universe ist gross
Wir sind klein",Alles ist relativ,1,"",1,1,1,1,"",5,2,TRUE,TRUE,0.0751350834641462,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,5.66666666666667,1.6094379124341,0.693147180559945,2.5,0.916290731874155,1.79175946922806,1.09861228866811,2,0.693147180559945
7fcb532c,390,699,control,"Pünktlichkeit
Empathie 
Gutmütigkeit
Hilfsbereitschaft


Selbstzweifel
Perfektionismus
Disziplinlosigkeit
",1,1,1,1,1,"Mauerbau, Stabilität",Wie kann ich meine Stärken besser verankern,1,"",1,1,1,1,"",4,3,TRUE,TRUE,-0.295531328292308,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,1,1.38629436111989,1.09861228866811,1.33333333333333,0.287682072451781,1.6094379124341,1.38629436111989,1.25,0.22314355131421
7d301c40,393,695,control,"Stärken:
- offen
- freundlich und respektvoll
- empathisch
- motiviert
- aufrichtig

Schwächen:
- Bedürfnis, immer helfen zu müssen
- hinterfrage mich selbst oft und reflektiere ein Stück zu viel
- in gewissen Themen etwas faul",2,1,3,2,2,Mauerverstärkung mit Metallrohr,keine Idee,1,"",1,1,1,1,"",6,4,TRUE,TRUE,0.445801495220601,0.822977363081064,FALSE,FALSE,TRUE,TRUE,TRUE,2.33333333333333,1.79175946922806,1.38629436111989,1.5,0.405465108108164,1.94591014905531,1.6094379124341,1.4,0.336472236621213
596d02ef,1180,724,control,"Empathie, sozial sein, kontakte pflegen, 
Sorgfältig ordentlich, planend, sportlich locker entspannt 

Overthinker, nicht genug diszipliniert 
Teilweise faul 
",1,1,3,4,3,"Von einem Video, dass mir erklärt wie man Mauern stabil  baut ",Puhh schwer vielleicht um meine Aufmerksamkeitspanne?,1,"",1,1,1,2,"",8,3,TRUE,TRUE,1.18713431873351,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,2.33333333333333,2.07944154167984,1.09861228866811,2.66666666666667,0.980829253011726,2.19722457733622,1.38629436111989,2.25,0.810930216216329
5ad7dff7,1440,810,exp_new,"Ich bin vor allem gut darin, große Informationsmengen zu erfassen und zu verarbeiten. Außerdem bin ich diszipliniert, analytisch und ganzheitlich denkend und meinen engsten Mitmenschen gegenüber sehr zuwendungsfreudig.
Zu meinen Schwächen zählen vor allem das schnelle denken, sowie strukturiertes Lösen komplexer Aufgaben und kreativer Ausdruck.",2,1,4,6,6,Relativierung von Größenverhältnissen im Universum,"Selbsteinschätzung in einem größeren, relativierenderen Kontext (wir sind klein auf der Erde und das Universum ist so gigantisch groß). Scheinbar aber nur ein Teil der Studie (weil ist ja kein Vergleich von Selbstienschätzung ohne gesehenes Video), sondern Verknüpfung mit anderer Art von Selbstbilduntersuchung (vielleicht Text von jemand anderem lesen als Einsteig, dann selbiges wiederholen und auf Auswirkung schauen).",1,"",1,1,1,3,"",6,3,TRUE,TRUE,0.445801495220601,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,4,1.79175946922806,1.09861228866811,2,0.693147180559945,1.94591014905531,1.38629436111989,1.75,0.559615787935423
0de45120,390,699,control,"Ich kannn viel in kurzer Zeit lernen, lass mich nicht Stressen und bin insgesamt sehr sozial. Aber ich brauche oft Wiederholung um Fakten gut abrufen zu können. Ich bin auch etwas tollpatschig",1,1,3,2,2,"- Konstruktion von Mauern
- Stabilität durch Bauen von Ecken und Kurven 
- Stabilität durch Einbauen von Keilen in den Boden und eine Anleitung um dies zu tun",Informationen abrufen,1,"",1,2,1,1,"",3,2,TRUE,TRUE,-0.666197740048763,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,FALSE,2,1.09861228866811,0.693147180559945,1.5,0.405465108108164,1.38629436111989,1.09861228866811,1.33333333333333,0.287682072451781
aa38d3c8,393,695,exp_new,"Stärken:
Empathie, Geduld, Sprachbegabung, Fokussierung, 

Schwächen:
Mathematik, Anführen/ Leiten, ",3,1,3,3,6,"Unendlichkeit
Universum
Galaxien
Sterne 
Erde

",(Wie) Beeinflusst der Gedanke an die eigene Unwichtigkeit im unendlichen Universum die Selbsteinschätzung?,1,"",1,1,1,1,"",4,2,TRUE,TRUE,-0.295531328292308,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,4,1.38629436111989,0.693147180559945,2,0.693147180559945,1.6094379124341,1.09861228866811,1.66666666666667,0.510825623765991
7d846145,1366,905,exp_old,"Meine stärken liegen darin, schnell muster zu erkennen und logische konstrukte bzw. Systeme von abhängigkeiten zu visualisieren. Ich erkenne in sozialen situationen schnell affekte und emotionale zustände von bestimmten personen. Eine meiner schwächen liegt darin, gedanken und intentionen so zu formulieren, dass sie bei anderen menschen auch richtig ankommen.",3,1,6,4,6,Größenverhältnisse von unserem lebensraum auf menschlicher größe bis zu den größten bekannten sternen,"Einfluss von sensorischem input, der emotionen wie demut oder erfurcht auslöst, auf irgendeine kognitive fähigkeit, mitteilungsqualität oder so.",1,"",1,1,1,2,"",3,2,TRUE,TRUE,-0.666197740048763,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,5,1.09861228866811,0.693147180559945,1.5,0.405465108108164,1.38629436111989,1.09861228866811,1.33333333333333,0.287682072451781
b5e1a812,384,678,control,"Ich bringe Menschen zusammen, habe ein gutes Feeling, wie man kommunikativ gewinnen agiert.
Ich kann gut zuhören und Kriseninterventionen machen. 
Ich habe viele praktische Fähigkeiten, kann andere begeistern. 
Leider verzettle ich mich manchmal und mache mir unnötig Stress, weil ich mir zu viel vornehme.
Manchmal agieren ich zu emotional.",1,1,2,1,2,Wiean Mauern stabil bauen kann,Aufmerksamkeitslevelidgendwas im Hintergrund,1,"",1,1,1,1,"",6,3,TRUE,TRUE,0.445801495220601,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,1.66666666666667,1.79175946922806,1.09861228866811,2,0.693147180559945,1.94591014905531,1.38629436111989,1.75,0.559615787935423
672802d9,747,279,control,"Ich bin empathisch 
Ich kann mich gut in neue Aufgaben und unbekannte Themen eindenken.
Ich habe keine Angst vor Konflikten 
Komplizierte Dinge einfach ausdrücken 

Mir fällt Kontakt zu anderen Menschen eher schwer.
Führung übernehmen und andere mitnehmen ist schwierig ",2,2,2,6,6,"Mauerbau mit Fertigelementen.
Anleitung zur Stabilisierung der Einzelelemente ",Wie wirkt sich eine erst kompliziert erscheinende Anleitung auf die Selbsteinschätzung aus?,1,"",1,1,1,1,"",5,3,TRUE,TRUE,0.0751350834641462,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,3.33333333333333,1.6094379124341,1.09861228866811,1.66666666666667,0.510825623765991,1.79175946922806,1.38629436111989,1.5,0.405465108108164
fe6bdaca,390,645,exp_new,"Ich bin sehr einfühlsam und offen und gehe auf jeden menschen ein. Ich bin freundlich und kreativ und kann stark meine meinung vertreten, wobei ich aber nicht auf füße trete. ich versuche bei allem mein bestes zu geben, jedoch reicht mir manchmal nicht die motivation. ich bin vergesslich und und manchmal werd ich schnell emotional, was auch eigentlich was schönes ist. ich kann mich nicht gut konzentrieren obwohl ich musste. ",3,4,5,2,4,"die größe des universums, eine art der unendlichkeit ",die wahrnehmung von etwas unendlichen und wie es auf einen einwirkt,1,"",1,2,1,1,"",9,4,TRUE,TRUE,1.55780073048996,0.822977363081064,FALSE,FALSE,TRUE,TRUE,FALSE,4,2.19722457733622,1.38629436111989,2.25,0.810930216216329,2.30258509299405,1.6094379124341,2,0.693147180559945
9e35b4b2,384,801,exp_old,"Emotionale Kommunikation, Kommunikation, Problemlösung, Empathie, Priorisierung, interessiert an allen, Negativ: manchmal zu emotional, zu beschäftigt, overthinker, Burnout-inducing arbeitsmoral, unsicher",2,1,5,2,5,"Darstellung von Planeten, Vergleich von Größen, Hauch von Philosophischer Wertvorstellung, provozierte Emotionalität durch epische Musik. ","Non-signifikanz menschlichen Lebens im Kontext,Staunen",1,"",1,1,1,1,"",6,5,TRUE,TRUE,0.445801495220601,1.3347447989466,FALSE,FALSE,TRUE,TRUE,TRUE,4,1.79175946922806,1.6094379124341,1.2,0.182321556793955,1.94591014905531,1.79175946922806,1.16666666666667,0.154150679827258
0c3fae30,695,273,control,"Ich bin zuverlässig und man kann sich immer auf mich verlassen, wenn man mich um etwas bittet.
Außerdem komme ich gut mit den meisten Menschen klar und kann mich gut in sie hineinversetzen.",2,5,1,2,2,"Wie man mithilfe von Hilfs-Stangen stabile Mauern bauen kann.

",Ich checke nicht worum es geht.,1,"",1,1,1,1,"",4,0,TRUE,TRUE,-0.295531328292308,-1.22409238038108,FALSE,TRUE,TRUE,TRUE,TRUE,1.66666666666667,1.38629436111989,-Inf,Inf,Inf,1.6094379124341,0,5,1.6094379124341
2e887444,1536,695,exp_old,"Stärken:
- ruhig bleiben, auch in konfliktgeladenen/stressigen Situationen
- reflektierter Umgang mit anderen
- zielstrebig
- ausdauernd dabei, auf etwas hinzuarbeiten
- leistungsfähig
- anpassungsfähig

Schwächen:
- Dinge in mich hineinfressen, lieber Ungerechtigkeit/Stress ertragen, als eine Konsequenz zu ziehen
- Grübeln
- über körperliche Belastbarkeit arbeiten, trotz Stress/Krankheit arbeiten",5,1,5,7,6,"- Größenvergleich von Planeten/Sternen
- Sonnensystem, dann darüber hinaus zu anderen Sternen
- vom kleinsten (Erdenmond) zum größten Stern","Einfluss von Emotionen (wie z. B. Freude und Faszination) auf Selbsteinschätzung als Prime, sodass mehr Stärken als Schwächen in den Vordergrund treten",1,"",1,1,1,3,"",6,5,TRUE,TRUE,0.445801495220601,1.3347447989466,FALSE,FALSE,TRUE,TRUE,TRUE,5.33333333333333,1.79175946922806,1.6094379124341,1.2,0.182321556793955,1.94591014905531,1.79175946922806,1.16666666666667,0.154150679827258
f76e89e3,390,699,control,"Meine Stärken sind analytisches Denken, verstehen von komplexen technischen Zusammenhängen und Problemen. Außerdem kann ich anderen meine Überlegungen zu diesen Problemen und Lösungsansätzen darlegen und argumentieren. 
Meine Schwächen finden sich darin dass ich mich übermäßig selbstbewusst verhalte in Themen, die mich stark interessieren ",1,1,1,2,1,"Das Video hab einen Überblick über die Konstruktion von Steinmauern, besonders im Bezug auf Garten und Terassenanlagen. Dabei stellte es ein Prinzip vor, durch das man besonders hohe Steinmauern gegen verrutschen Fixieren kann",Keine Ahnung,1,"",1,1,1,1,"",5,1,TRUE,TRUE,0.0751350834641462,-0.712324944515543,FALSE,FALSE,TRUE,TRUE,TRUE,1,1.6094379124341,0,5,1.6094379124341,1.79175946922806,0.693147180559945,3,1.09861228866811
25422a53,800,331,exp_old,"Meine Stärken sind, dass ich gut zuhören kann, aber vor allem bei persönlichen Dingen, dass ich hilfsbereit bin und lieb und lustig! Allerdings kann man nicht pauschalisieren, dass ich immer bei allem gut zuhören kann, weil ich mir bei eher uninteressanten bzw. stark detaillierten Informationen diese nicht merken kann, weil es zu viel ist! Ich denke, ich bin ein reflektierter Mensch, also sollte das, was ich sage, schon stimmen, allerdings ist es auch wichtig, stärken und Schwächen von der Meinung anderer abhängig zu machen! ",5,1,7,4,7,"Von der Größe verschiedener Planeten unseres Sonnensystems 
Erst wurde innerhalb der Erde rusgzeoomt ins Weltall 
Von da dann zu den anderen Planeten unseres Sonnensystems und danach außerhalb unseres Sonnensystems","Wie gut man sich Sachen merken kann 
Wie gut man mit völlig verschiedenen Themen, die nacheinander behandelt werden, umgehen kann und sich darauf einlassen kann und sich trotzdem wichtige Sachen des anderen Themas zu merken ",1,"",1,1,1,1,"",5,1,TRUE,TRUE,0.0751350834641462,-0.712324944515543,FALSE,FALSE,TRUE,TRUE,TRUE,6.33333333333333,1.6094379124341,0,5,1.6094379124341,1.79175946922806,0.693147180559945,3,1.09861228866811
74f1d636,375,670,exp_old,"Meine Stärken sind meine Empathie und schnelle Auffassungsgabe.

Meine Schwächen sind mein Bizeps und mein Stressmanagement.",5,3,5,4,5,"- es handelt von unserer Galaxie
- es vergleicht die Erde in ihrer Größe mit anderen Planeten und Sternen, indem immer weiter rausgezoomt wird ","- vielleicht, wie Menschen emotional auf dramatisch musikalische Begleitung reagieren ",1,"",1,1,1,1,"",2,2,TRUE,TRUE,-1.03686415180522,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,5,0.693147180559945,0.693147180559945,1,0,1.09861228866811,1.09861228866811,1,0
2ee2d752,390,699,exp_old,"Ich bin empathisch und mag sehr gerne unter Menschen sein. Ich verstehe mich mit vielen Leuten gut und mache viele verschiedene Sportarten, die mir sehr gut gefallen. Ich bin meistens freundlich und respektiere jeden. Ich mag sehr gerne Tiere.
Manchmal bin ich übermütig und rede zu viel.",6,2,7,5,7,Größenordnung verschiedener Sterne Planeten im endgültigen Vergleich mit der Größe der Erde und der dadurch scheinbaren irrelevanz derselben,Wie Menschen sich selbst einschätzen in ihrer Bedeutung,1,"",1,1,1,1,"",7,2,TRUE,TRUE,0.816467906977055,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,6.66666666666667,1.94591014905531,0.693147180559945,3.5,1.25276296849537,2.07944154167984,1.09861228866811,2.66666666666667,0.980829253011726
57179212,1920,943,control,"Ich begegne der Natur und Menschen mit einem Lächeln. Die Wichtigkeit des Einklangs von Natur und Mensch sollte priorisiert werden. Vielleicht entsteht durch dieses Bewustsein eine Dynamik die alles positiv verändert.

Ich kann nicht verstehen, warum man von der Priorisierung abweichen sollte.",4,1,4,4,4,Von einer Anleitung zum Bau einer Mauer.,Den Fokus durch ein Video zu lenken/manipulieren und daraus resultierend die Antworten zu antizipieren.,1,"",1,1,1,5,PC,2,0,TRUE,TRUE,-1.03686415180522,-1.22409238038108,FALSE,TRUE,TRUE,TRUE,TRUE,4,0.693147180559945,-Inf,Inf,Inf,1.09861228866811,0,3,1.09861228866811
c69c137c,1710,991,exp_old,"Ich denke eine Stärke von mir ist es, anderen Personen zuzuhören. Außerdem würde ich sagen, dass ich zuverlässig bin.

Schwächen von mir sind, dass ich mich leicht stressen lasse oder zu sehr mit anderen vergleiche.",2,1,2,6,6,ein Größenvergleich der Objekte im Universum,"Vllt, ob ich mich durch das Video klein und unbedeutsam fühle und wie sich das auf meine Selbsteinschätzung auswirkt.",1,"",1,1,1,3,"",2,2,TRUE,TRUE,-1.03686415180522,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,3.33333333333333,0.693147180559945,0.693147180559945,1,0,1.09861228866811,1.09861228866811,1,0
da024232,1180,648,control,"Loyal, hilfsbereit, konsequent, offen, selbstbewusst, penibel, faul",1,1,4,2,3,"Mauerbau, Verstärkungsmöglichkeiten","Nicht um Mauerbau
Ängste",1,"",1,1,1,2,"",5,2,TRUE,TRUE,0.0751350834641462,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,2.66666666666667,1.6094379124341,0.693147180559945,2.5,0.916290731874155,1.79175946922806,1.09861228866811,2,0.693147180559945
d803dff7,2560,1314,exp_new,"Zu meinen Stärken gehört kreatives Denken. Mir macht es viel Spaß über verschiedene Lösungsansätze nachzudenken und kreative Ideen einzubringen. 
Außerdem erkenne ich schnell Zusammenhänge zwischen verschiedenen Dingen, wie zum Beispiel in der Mathematik. Ich  habe denke ich eine relativ gute Auffassungsgab und einen guten Orientierungssinn. ",6,2,5,4,6,"Rauszoomen von Gebäude in Duetschland zur Erde, dann zum Sonnensystem, dann in die Milchstraße usw. ","Darum weie klein und unbeduetend man issch fühlt und weniger klein die Probeeme, wenn man sich selbr mal in Perspektive setzt. ",1,"",1,1,1,4,"",6,0,TRUE,TRUE,0.445801495220601,-1.22409238038108,FALSE,TRUE,TRUE,TRUE,TRUE,5.66666666666667,1.79175946922806,-Inf,Inf,Inf,1.94591014905531,0,7,1.94591014905531
